	2 33		13.8   48.52  303  0.718
	2 34		45.39  10.63  223  0.881
	2 35		35.81  18.05  116  0.339
	2 36		28.51  27.87  278  0.745
	2 37		23.13  18.14  156  0.304
	2 38		20.93  47.04  473  0.176
	2 39		40.18  47.31  159  0.141
	2 40		40.04  33.8   432  0.953
	2 41		12.04  23.32  275  0.398
	2 42		25.85  31.35  469  0.196
	2 43		35.88  18.17  365  0.629
	2 44		42.51  33.31  342  0.652
	2 45		12.12  43.86  313  0.765
	2 46		20.75  39.48  469  0.555
	2 47		38.14  23.24  451  0.526
	2 48		32.1   17.43  437  0.84 
	2 49		37.1   35.43  221  0.044
	2 50		12.19  31.76  325  0.353
	3 0		25.83  26.84  287  0.481
	3 1		26.19  14.8   277  0.651
	3 2		13.87  19.67  312  0.144
	3 4		39.45  39.95  337  0.606
	3 5		11.39  13.9   175  0.479
	3 6		15.38  45.94  337  0.046
	3 7		47.38  21.0   275  0.033
	3 8		29.02  35.0   104  0.942
	3 9		48.47  43.14  309  0.399
	3 10		12.67  48.14  129  0.504
	3 11		42.37  15.06  215  0.52 
	3 12		38.55  34.88  140  0.91 
	3 13		47.86  18.34  406  0.973
	3 14		36.38  31.97  297  0.101
	3 15		42.29  47.55  325  0.763
	3 16		15.33  19.7   141  0.888
	3 17		37.28  22.73  344  0.74 
	3 18		45.56  42.66  425  0.096
	3 19		25.6   30.82  480  0.894
	3 20		16.71  47.8   388  0.187
	3 21		43.29  21.43  427  0.419
	3 22		47.01  46.57  472  0.722
	3 23		9.24   35.18  276  0.369
	3 24		40.74  30.85  276  0.885
	3 25		14.32  47.52  293  0.561
	3 26		6.89   15.32  481  0.892
	3 27		23.54  16.71  396  0.647
	3 28		9.34   27.28  250  0.53 
	3 29		23.02  25.29  145  0.276
	3 30		13.74  33.85  479  0.273
	3 31		25.48  30.18  225  0.188
	3 32		19.55  34.34  320  0.768
	3 33		35.08  30.51  157  0.7  
	3 34		34.9   15.31  319  0.801
	3 35		5.32   38.88  228  0.713
	3 36		35.79  20.83  426  0.498
	3 37		22.83  21.39  218  0.9  
	3 38		36.18  34.2   245  0.114
	3 39		18.75  35.93  142  0.698
	3 40		30.49  15.66  346  0.018
	3 41		9.81   16.42  166  0.518
	3 42		38.27  44.09  409  0.415
	3 43		30.46  31.99  398  0.625
	3 44		13.78  25.64  469  0.775
	3 45		41.02  20.47  195  0.636
	3 46		45.23  37.37  310  0.054
	3 47		7.6    42.08  176  0.257
	3 48		30.51  15.86  491  0.003
	3 49		48.83  11.72  223  0.569
	3 50		6.03   18.64  370  0.424
	4 0		33.95  28.51  479  0.482
	4 1		13.71  28.83  495  0.321
	4 2		34.96  10.39  410  0.077
	4 3		33.73  28.96  353  0.91 
	4 5		15.27  33.46  439  0.869
	4 6		9.87   29.44  137  0.108
	4 7		12.53  28.28  314  0.457
	4 8		41.75  47.63  129  0.143
	4 9		9.95   33.75  495  0.031
	4 10		10.0   40.32  468  0.94 
	4 11		40.06  11.86  449  0.059
	4 12		34.62  21.59  452  0.83 
	4 13		40.11  29.63  379  0.184
	4 14		27.88  30.84  166  0.84 
	4 15		45.24  23.85  439  0.059
	4 16		34.42  34.39  482  0.487
	4 17		46.11  46.75  289  0.417
	4 18		39.35  42.48  253  0.627
	4 19		32.94  37.63  393  0.774
	4 20		48.49  40.58  310  0.351
	4 21		12.97  21.98  483  0.072
	4 22		36.41  35.88  404  0.159
	4 23		24.34  33.88  169  0.035
	4 24		46.13  41.47  140  0.474
	4 25		25.8   20.56  108  0.879
	4 26		43.84  41.0   136  0.737
	4 27		18.6   29.45  164  0.529
	4 28		44.47  30.33  374  0.075
	4 29		13.58  38.02  161  0.642
	4 30		16.41  15.48  296  0.16 
	4 31		29.33  20.78  133  0.309
	4 32		48.2   36.53  422  0.859
	4 33		31.25  40.59  202  0.796
	4 34		27.31  49.25  394  0.941
	4 35		19.48  14.46  322  0.367
	4 36		44.65  38.87  135  0.829
	4 37		24.02  37.43  187  0.788
	4 38		23.61  11.51  249  0.563
	4 39		9.03   17.38  430  0.063
	4 40		21.31  48.94  349  0.519
	4 41		6.8    26.03  256  0.927
	4 42		9.22   40.39  117  0.91 
	4 43		18.73  42.96  381  0.944
	4 44		44.98  37.81  205  0.08 
	4 45		11.89  22.71  204  0.811
	4 46		22.05  38.99  153  0.744
	4 47		17.41  33.58  453  0.051
	4 48		21.07  25.25  415  0.634
	4 49		15.55  10.3   150  0.869
	4 50		22.25  43.6   283  0.606
	5 0		17.4   41.12  414  0.201
	5 1		9.82   22.36  477  0.901
	5 2		15.16  26.31  312  0.889
	5 3		14.52  33.83  466  0.393
	5 4		47.78  10.39  279  0.855
	5 6		10.77  12.66  491  0.06 
	5 7		48.72  14.58  272  0.495
	5 8		23.15  46.52  190  0.5  
	5 9		17.86  24.79  319  0.963
	5 10		7.17   28.81  478  0.003
	5 11		42.08  48.7   173  0.607
	5 12		47.88  10.47  492  0.055
	5 13		41.42  16.26  143  0.112
	5 14		9.83   24.53  123  0.339
	5 15		27.31  40.21  240  0.845
	5 16		16.54  16.28  126  0.759
	5 17		33.18  25.87  238  0.269
	5 18		21.12  31.97  424  0.6  
	5 19		38.78  46.76  108  0.372
	5 20		33.58  45.76  421  0.625
	5 21		7.55   35.84  408  0.366
	5 22		21.29  41.59  280  0.199
	5 23		20.86  47.04  267  0.675
	5 24		19.95  17.27  407  0.596
	5 25		9.13   42.94  275  0.994
	5 26		40.37  32.77  483  0.554
	5 27		39.55  17.94  205  0.477
	5 28		18.17  33.48  500  0.858
	5 29		12.23  38.19  428  0.866
	5 30		34.23  10.98  140  0.337
	5 31		35.7   40.47  307  0.07 
	5 32		45.28  30.43  114  0.257
	5 33		33.26  10.35  367  0.314
	5 34		23.38  38.5   204  0.523
	5 35		29.73  25.34  380  0.104
	5 36		22.8   19.43  354  0.257
	5 37		48.86  22.69  378  0.318
	5 38		39.1   26.84  334  0.524
	5 39		40.57  38.65  394  0.147
	5 40		10.67  30.7   375  0.83 
	5 41		28.53  28.61  161  0.441
	5 42		17.71  27.7   477  0.598
	5 43		37.37  34.39  336  0.709
	5 44		9.15   20.7   331  0.363
	5 45		10.29  45.78  441  0.367
	5 46		12.84  21.85  207  0.348
	5 47		21.63  38.14  336  0.934
	5 48		12.13  43.3   452  0.199
	5 49		23.26  44.28  413  0.164
	5 50		30.84  38.93  460  0.806
	6 0		7.0    13.17  283  0.171
	6 1		28.58  35.77  346  0.643
	6 2		46.95  25.74  261  0.606
	6 3		28.6   38.14  198  0.079
	6 4		39.83  45.92  410  0.443
	6 5		22.85  22.3   110  0.53 
	6 7		12.63  12.42  479  0.624
	6 8		26.56  34.46  140  0.637
	6 9		10.71  36.18  113  0.751
	6 10		24.07  40.12  255  0.13 
	6 11		49.83  49.63  316  0.948
	6 12		49.13  23.65  265  0.348
	6 13		40.33  28.35  146  0.461
	6 14		7.21   16.71  354  0.231
	6 15		39.33  17.18  170  0.875
	6 16		13.62  31.47  240  0.278
	6 17		43.83  24.3   374  0.72 
	6 18		29.95  47.69  299  0.619
	6 19		18.02  17.46  320  0.895
	6 20		21.01  39.85  456  0.569
	6 21		40.31  31.89  264  0.414
	6 22		6.68   47.52  415  0.042
	6 23		6.88   41.29  459  0.91 
	6 24		35.67  43.2   221  0.657
	6 25		47.75  25.79  183  0.882
	6 26		24.79  43.11  178  0.495
	6 27		46.67  15.25  197  0.952
	6 28		6.46   33.82  158  0.515
	6 29		30.81  11.22  184  0.457
	6 30		23.22  35.78  434  0.547
	6 31		9.03   20.42  406  0.75 
	6 32		24.76  37.73  454  0.339
	6 33		33.96  29.65  160  0.485
	6 34		47.34  47.85  100  0.058
	6 35		40.38  18.25  403  0.357
	6 36		11.38  23.94  155  0.16 
	6 37		21.71  17.19  268  0.672
	6 38		18.04  10.23  465  0.138
	6 39		28.42  22.06  312  0.855
	6 40		12.05  45.79  458  0.109
	6 41		41.57  16.01  126  0.361
	6 42		43.6   40.84  240  0.923
	6 43		16.1   45.9   477  0.836
	6 44		12.08  24.68  454  0.152
	6 45		37.0   30.92  270  0.051
	6 46		44.61  36.74  325  0.036
	6 47		7.63   25.53  126  0.711
	6 48		7.25   28.25  286  0.978
	6 49		8.91   18.54  453  0.595
	6 50		32.45  38.47  471  0.003
	7 0		37.48  28.01  305  0.282
	7 1		20.1   13.79  483  0.844
	7 2		18.75  16.06  304  0.714
	7 3		11.48  20.94  144  0.869
	7 4		15.69  32.57  312  0.278
	7 5		28.39  41.29  242  0.854
	7 6		8.94   48.03  481  0.975
	7 8		35.09  37.3   432  0.983
	7 9		27.16  13.83  393  0.536
	7 10		7.56   44.83  381  0.565
	7 11		48.54  42.81  372  0.88 
	7 12		27.31  13.02  489  0.694
	7 13		34.32  38.24  457  0.552
	7 14		48.86  13.34  318  0.503
	7 15		32.4   25.69  206  0.865
	7 16		45.51  14.55  124  0.034
	7 17		9.31   21.3   104  0.014
	7 18		21.67  39.55  322  0.213
	7 19		10.29  38.47  423  0.38 
	7 20		36.0   45.54  340  0.215
	7 21		42.43  15.12  233  0.169
	7 22		40.98  15.66  167  0.738
	7 23		14.36  29.58  337  0.02 
	7 24		47.13  23.38  392  0.482
	7 25		40.44  31.87  250  0.612
	7 26		18.97  49.78  440  0.2  
	7 27		27.06  18.44  149  0.641
	7 28		12.32  37.3   311  0.399
	7 29		36.83  47.76  145  0.692
	7 30		21.07  27.35  353  0.041
	7 31		19.9   30.0   133  0.547
	7 32		34.68  34.26  318  0.939
	7 33		25.96  25.51  481  0.99 
	7 34		44.97  19.33  272  0.888
	7 35		39.44  28.56  342  0.048
	7 36		23.81  33.54  482  0.072
	7 37		22.18  48.46  441  0.929
	7 38		24.96  34.76  500  0.304
	7 39		10.26  18.25  366  0.928
	7 40		33.77  39.34  199  0.103
	7 41		44.95  11.77  446  0.973
	7 42		48.08  27.5   330  0.56 
	7 43		8.34   49.95  151  0.335
	7 44		47.17  29.46  162  0.045
	7 45		20.39  36.5   384  0.831
	7 46		36.72  37.36  253  0.433
	7 47		5.49   35.36  145  0.077
	7 48		22.99  37.65  498  0.607
	7 49		38.37  38.54  381  0.606
	7 50		20.28  12.03  274  0.033
	8 0		11.33  18.02  144  0.653
	8 1		42.64  27.33  395  0.937
	8 2		30.92  37.39  247  0.177
	8 3		43.46  47.87  271  0.325
	8 4		13.48  19.59  436  0.593
	8 5		22.81  45.6   451  0.046
	8 6		33.08  22.54  219  0.369
	8 7		14.08  39.44  299  0.923
	8 9		27.87  23.6   202  0.488
	8 10		29.05  26.8   323  0.812
	8 11		49.15  29.6   368  0.615
	8 12		43.68  46.98  343  0.766
	8 13		42.78  37.19  412  0.591
	8 14		8.44   28.89  452  0.259
	8 15		13.66  19.66  104  0.934
	8 16		19.73  34.28  244  0.65 
	8 17		44.95  25.07  471  0.065
	8 18		19.6   33.81  461  0.286
	8 19		36.72  20.96  194  0.501
	8 20		39.16  47.97  188  0.897
	8 21		14.81  39.51  247  0.464
	8 22		28.51  49.8   228  0.728
	8 23		32.76  15.42  144  0.268
	8 24		26.67  28.26  175  0.039
	8 25		48.32  27.95  420  0.576
	8 26		19.33  32.22  182  0.749
	8 27		5.58   47.66  282  0.043
	8 28		48.42  39.61  276  0.851
	8 29		30.58  44.29  166  0.809
	8 30		6.32   17.42  384  0.223
	8 31		9.41   25.81  422  0.542
	8 32		18.11  28.46  465  0.405
	8 33		42.48  38.87  445  0.283
	8 34		48.21  23.02  248  0.205
	8 35		11.02  25.15  428  0.956
	8 36		37.67  41.19  405  0.513
	8 37		19.04  46.71  192  0.031
	8 38		43.65  16.57  342  0.456
	8 39		9.14   32.24  373  0.552
	8 40		19.82  16.51  240  0.032
	8 41		46.16  33.14  126  0.914
	8 42		39.63  34.02  161  0.34 
	8 43		40.44  29.39  240  0.61 
	8 44		44.19  36.4   168  0.211
	8 45		28.21  20.18  489  0.423
	8 46		38.2   47.5   214  0.965
	8 47		32.55  48.95  273  0.743
	8 48		46.2   10.95  144  0.366
	8 49		22.01  10.02  357  0.725
	8 50		23.44  37.75  332  0.913
	9 0		47.3   18.14  433  0.587
	9 1		47.9   23.99  407  0.776
	9 2		43.55  36.79  298  0.454
	9 3		41.79  20.0   161  0.13 
	9 4		13.78  19.49  226  0.445
	9 5		31.36  26.37  380  0.661
	9 6		48.58  36.47  425  0.815
	9 7		42.69  47.47  196  0.767
	9 8		27.68  26.91  130  0.851
	9 10		30.61  14.67  190  0.704
	9 11		18.0   34.03  241  0.657
	9 12		35.19  39.98  378  0.3  
	9 13		21.09  46.82  266  0.993
	9 14		39.37  23.04  151  0.218
	9 15		7.61   11.91  232  0.183
	9 16		42.03  11.74  311  0.575
	9 17		44.68  18.32  153  0.789
	9 18		48.25  45.15  191  0.767
	9 19		13.71  29.54  415  0.062
	9 20		30.28  28.08  288  0.907
	9 21		44.15  20.63  275  0.916
	9 22		13.25  42.15  376  0.554
	9 23		39.6   45.66  404  0.329
	9 24		21.43  48.47  284  0.189
	9 25		22.58  46.08  251  0.572
	9 26		40.34  32.16  294  0.409
	9 27		19.84  32.85  321  0.257
	9 28		6.5    17.79  384  0.848
	9 29		16.69  10.67  476  0.652
	9 30		16.42  47.58  340  0.756
	9 31		31.64  19.85  496  0.567
	9 32		36.12  25.32  446  0.652
	9 33		34.4   17.19  453  0.31 
	9 34		15.36  46.73  100  0.742
	9 35		42.11  24.59  412  0.762
	9 36		23.94  30.71  213  0.43 
	9 37		22.94  11.74  467  0.25 
	9 38		40.13  21.37  483  0.247
	9 39		17.12  25.17  358  0.381
	9 40		21.34  35.9   107  0.457
	9 41		26.51  43.71  401  0.989
	9 42		24.08  46.08  357  0.338
	9 43		20.1   37.69  384  0.816
	9 44		45.6   28.32  387  0.686
	9 45		10.96  40.42  100  0.833
	9 46		8.18   46.55  444  0.763
	9 47		26.03  35.81  185  0.842
	9 48		38.73  44.68  241  0.783
	9 49		47.15  35.39  253  0.165
	9 50		9.83   11.15  244  0.409
	10 0		34.69  19.11  488  0.546
	10 1		40.51  41.65  170  0.833
	10 2		41.18  24.96  200  0.643
	10 3		41.5   11.56  399  0.96 
	10 4		36.58  35.19  309  0.745
	10 5		41.19  36.9   430  0.414
	10 6		10.2   44.87  423  0.866
	10 7		39.23  38.04  174  0.352
	10 8		19.66  15.43  383  0.873
	10 9		36.23  36.19  472  0.663
	10 11		34.38  45.65  397  0.487
	10 12		21.43  44.64  111  0.691
	10 13		17.4   41.73  469  0.117
	10 14		28.26  44.36  357  0.868
	10 15		46.51  48.32  108  0.987
	10 16		30.69  12.09  171  0.628
	10 17		33.07  44.87  184  0.176
	10 18		7.54   34.53  273  0.617
	10 19		19.92  46.18  480  0.606
	10 20		11.54  44.85  446  0.828
	10 21		30.67  24.86  127  0.217
	10 22		17.91  21.19  116  0.319
	10 23		49.81  39.78  319  0.196
	10 24		36.87  17.54  429  0.415
	10 25		46.5   18.77  154  0.744
	10 26		27.97  28.35  182  0.766
	10 27		23.25  24.97  285  0.765
	10 28		9.1    42.21  491  0.241
	10 29		48.87  24.28  183  0.374
	10 30		9.53   13.21  206  0.103
	10 31		9.38   46.32  162  0.645
	10 32		26.83  35.22  320  0.74 
	10 33		41.57  25.64  400  0.761
	10 34		9.55   28.27  497  0.804
	10 35		41.61  17.6   355  0.341
	10 36		27.54  37.86  472  0.448
	10 37		41.09  30.55  496  0.812
	10 38		36.77  33.18  150  0.112
	10 39		7.92   13.71  346  0.563
	10 40		7.82   32.81  303  0.152
	10 41		35.79  47.93  261  0.2  
	10 42		11.85  26.06  398  0.377
	10 43		49.81  14.96  292  0.301
	10 44		18.14  39.43  299  0.688
	10 45		7.03   11.94  453  0.253
	10 46		26.46  24.15  481  0.099
	10 47		15.08  19.12  124  0.713
	10 48		35.67  18.67  249  0.146
	10 49		30.61  10.26  403  0.841
	10 50		5.53   42.53  365  0.648
	11 0		21.99  39.39  227  0.725
	11 1		48.12  13.5   379  0.328
	11 2		27.77  24.93  132  0.897
	11 3		44.87  45.21  437  0.961
	11 4		25.32  30.11  214  0.411
	11 5		40.59  34.17  317  0.147
	11 6		15.58  22.7   184  0.516
	11 7		9.45   18.38  449  0.588
	11 8		16.0   16.36  352  0.406
	11 9		36.03  19.97  294  0.169
	11 10		28.12  18.27  345  0.723
	11 12		48.14  13.0   498  0.956
	11 13		38.6   12.67  473  0.523
	11 14		26.26  16.12  253  0.89 
	11 15		22.9   17.33  137  0.174
	11 16		45.98  39.73  472  0.922
	11 17		28.1   32.7   500  0.921
	11 18		30.97  38.03  139  0.918
	11 19		46.09  49.74  455  0.856
	11 20		30.11  10.79  171  0.793
	11 21		17.12  25.36  162  0.436
	11 22		36.39  11.7   471  0.148
	11 23		34.92  39.91  269  0.885
	11 24		40.11  26.49  169  0.075
	11 25		36.45  12.37  378  0.446
	11 26		22.35  45.88  311  0.892
	11 27		29.2   48.03  288  0.188
	11 28		5.01   18.87  483  0.42 
	11 29		49.31  48.9   463  0.922
	11 30		17.93  45.8   260  0.929
	11 31		25.28  42.49  467  0.693
	11 32		44.18  36.65  187  0.247
	11 33		7.84   29.9   358  0.875
	11 34		40.15  29.9   200  0.137
	11 35		39.64  33.53  391  0.558
	11 36		12.91  32.14  129  0.3  
	11 37		34.39  42.61  374  0.845
	11 38		38.42  10.44  297  0.562
	11 39		38.53  28.67  145  0.057
	11 40		6.52   40.63  429  0.245
	11 41		23.13  36.71  314  0.584
	11 42		40.13  49.86  244  0.88 
	11 43		42.52  16.01  151  0.512
	11 44		16.83  35.97  235  0.684
	11 45		13.56  22.62  149  0.864
	11 46		26.61  35.1   399  0.765
	11 47		9.9    12.93  430  0.621
	11 48		20.45  15.29  308  0.077
	11 49		6.46   31.27  377  0.675
	11 50		24.6   28.31  254  0.477
	12 0		12.49  44.88  388  0.405
	12 1		39.35  25.08  311  0.388
	12 2		32.78  13.57  244  0.568
	12 3		25.87  26.02  223  0.393
	12 4		19.97  48.2   378  0.691
	12 5		10.64  49.78  342  0.813
	12 6		24.9   34.6   315  0.856
	12 7		21.19  27.36  254  0.098
	12 8		36.28  26.26  169  0.307
	12 9		31.83  36.38  177  0.778
	12 10		18.13  27.15  487  0.235
	12 11		48.52  48.34  111  0.061
	12 13		35.93  42.18  453  0.939
	12 14		37.14  43.22  251  0.256
	12 15		33.29  48.22  393  0.548
	12 16		16.2   36.42  170  0.208
	12 17		20.61  12.15  391  0.389
	12 18		23.58  16.08  114  0.218
	12 19		30.22  12.88  288  0.055
	12 20		35.11  11.56  383  0.624
	12 21		11.56  21.57  233  0.9  
	12 22		36.09  10.35  419  0.295
	12 23		32.29  15.87  219  0.093
	12 24		11.52  40.59  482  0.423
	12 25		20.65  23.49  287  0.309
	12 26		12.21  40.02  463  0.508
	12 27		17.65  40.05  275  0.098
	12 28		42.91  19.18  445  0.458
	12 29		5.93   21.84  449  0.865
	12 30		41.32  36.4   214  0.086
	12 31		30.93  34.35  127  0.863
	12 32		42.77  24.83  355  0.589
	12 33		14.86  25.19  175  0.949
	12 34		23.97  33.38  245  0.444
	12 35		24.08  28.63  209  0.994
	12 36		35.66  44.61  397  0.159
	12 37		45.09  17.88  354  0.053
	12 38		47.83  16.83  286  0.928
	12 39		37.13  21.58  105  0.756
	12 40		22.11  20.11  164  0.707
	12 41		46.35  37.4   272  0.005
	12 42		45.14  16.7   305  0.243
	12 43		15.26  49.82  373  0.065
	12 44		46.3   35.21  454  0.602
	12 45		35.99  12.84  110  0.148
	12 46		36.75  43.74  397  0.058
	12 47		11.95  40.57  320  0.529
	12 48		6.07   23.56  143  0.834
	12 49		19.93  23.75  206  0.482
	12 50		25.42  12.44  115  0.427
	13 0		42.61  33.88  346  0.218
	13 1		14.94  46.87  183  0.212
	13 2		7.53   25.87  105  0.933
	13 3		44.29  46.45  384  0.739
	13 4		49.49  49.63  120  0.44 
	13 5		41.53  22.7   122  0.233
	13 6		23.17  37.91  233  0.83 
	13 7		10.46  14.22  465  0.655
	13 8		27.01  48.91  387  0.372
	13 9		16.13  17.54  425  0.307
	13 10		25.23  40.15  419  0.189
	13 11		17.47  14.43  497  0.068
	13 12		18.95  26.81  166  0.051
	13 14		39.79  40.79  267  0.521
	13 15		18.28  20.01  467  0.081
	13 16		22.4   10.27  439  0.616
	13 17		38.79  23.35  297  0.541
	13 18		9.19   24.17  254  0.784
	13 19		27.46  21.88  325  0.988
	13 20		31.58  23.25  245  0.088
	13 21		16.26  36.33  192  0.13 
	13 22		42.15  47.13  458  0.733
	13 23		19.44  26.68  213  0.304
	13 24		24.22  12.19  392  0.275
	13 25		28.91  43.45  495  0.3  
	13 26		13.83  21.27  418  0.959
	13 27		35.62  32.74  142  0.629
	13 28		22.44  35.65  202  0.795
	13 29		47.11  27.83  312  0.308
	13 30		22.41  33.37  449  0.83 
	13 31		49.55  24.77  177  0.484
	13 32		29.58  21.45  183  0.769
	13 33		28.39  45.52  153  0.735
	13 34		22.38  48.33  326  0.378
	13 35		32.45  24.0   190  0.007
	13 36		11.52  44.6   398  0.281
	13 37		41.62  13.93  225  0.837
	13 38		5.68   41.23  129  0.602
	13 39		42.56  24.57  162  0.132
	13 40		19.22  31.47  393  0.905
	13 41		29.97  25.56  211  0.362
	13 42		26.17  44.7   383  0.262
	13 43		15.34  20.89  117  0.948
	13 44		10.82  35.43  379  0.634
	13 45		9.02   27.61  358  0.879
	13 46		49.63  37.82  410  0.644
	13 47		49.47  20.86  355  0.179
	13 48		11.5   17.66  296  0.749
	13 49		44.33  23.57  152  0.41 
	13 50		21.49  47.14  466  0.094
	14 0		16.24  42.16  217  0.687
	14 1		21.49  40.8   428  0.97 
	14 2		45.55  39.04  256  0.886
	14 3		37.6   16.8   384  0.326
	14 4		16.79  22.77  198  0.352
	14 5		46.97  20.38  127  0.313
	14 6		11.43  18.33  491  0.196
	14 7		34.96  27.76  229  0.525
	14 8		31.31  38.49  157  0.256
	14 9		19.92  13.1   459  0.653
	14 10		49.04  44.55  333  0.082
	14 11		49.78  39.19  384  0.313
	14 12		43.38  29.22  495  0.968
	14 13		19.25  37.02  494  0.078
	14 15		31.4   37.69  488  0.314
